country,subnational1,subnational2,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e
Malaysia,Perak,Hilir Perak,15,131863,7893534,60,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Hilir Perak,20,130741,7849287,60,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Hilir Perak,25,130032,7821586,60,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Hilir Perak,30,128350,7756726,60,161789,138963,22827,165432,160860,58283,132100,246860,134759,277882,196188,271905,235929,230540,206016,91223,116414,95807,170017,121943,135752,156241,182383,143943,81876,108802
Malaysia,Perak,Hilir Perak,50,120822,7446445,62,154628,121359,33269,164271,158369,56565,129831,244372,133754,276092,194808,270156,234526,229471,197762,78114,98286,79315,152123,114137,128965,144060,169626,131318,73145,97377
Malaysia,Perak,Hilir Perak,75,92122,6109486,66,126597,70234,56363,158213,146620,50613,120748,224738,122896,255897,183784,252696,217053,213569,174205,48139,62544,46467,92634,70573,83437,91951,115944,76705,47098,55211
Malaysia,Perak,Hulu Perak,0,658082,86340017,131,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Hulu Perak,10,629313,86321607,137,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Hulu Perak,15,628668,86282416,137,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Hulu Perak,20,628267,86256819,137,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Hulu Perak,25,628027,86241609,137,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Hulu Perak,30,627481,86205871,137,2575647,1510735,1064912,974546,1958197,901451,1242412,1880633,1985819,2506371,1504292,3119923,3633679,5194222,3025425,1831811,4923365,3203908,3497839,3620744,3023035,2296008,2170218,2503950,2162718,2079307
Malaysia,Perak,Hulu Perak,50,625001,86023895,138,2566775,1488865,1077910,968081,1954787,898330,1239953,1878288,1982493,2500847,1502158,3114560,3631478,5192913,3021716,1827305,4903386,3198006,3484712,3605337,3005059,2276242,2159553,2482269,2148290,2060069
Malaysia,Perak,Hulu Perak,75,615624,85195815,138,2513964,1409698,1104266,927554,1920144,866146,1209526,1847372,1963146,2441555,1484871,3070232,3605808,5176111,2997447,1798959,4796229,3146997,3400228,3513790,2907883,2192180,2100482,2395794,2085644,1973068
Malaysia,Perak,Kampar,0,73305,8447801,115,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kampar,10,69505,8439914,121,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kampar,15,69284,8427104,122,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kampar,20,69136,8418287,122,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kampar,25,69027,8411880,122,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kampar,30,68853,8401442,122,126544,107068,19476,45796,109354,65440,83293,103385,46842,46340,149561,71305,101310,81796,468514,246792,268756,133799,105160,106343,114086,120810,99716,115519,105080,121518
Malaysia,Perak,Kampar,50,67779,8329763,123,125883,104544,21339,45361,109191,65234,83001,103321,46842,46303,149561,71200,101236,81796,468399,246281,266587,132824,104361,105557,113094,120233,98576,114218,103029,119115
Malaysia,Perak,Kampar,75,64117,8056723,126,122113,96636,25477,43797,100640,63392,80139,102010,46452,45265,148574,70237,99764,81428,466419,240644,257494,129057,99111,101394,108044,116313,93762,107829,96581,110257
Malaysia,Perak,Kerian,0,93069,4058185,44,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kerian,10,57574,3958190,69,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kerian,15,56652,3921365,69,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kerian,20,56228,3903759,69,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kerian,25,55843,3888195,70,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kerian,30,55241,3863690,70,187174,294140,-106966,29279,144869,52700,67395,134752,98198,137624,173877,223343,259387,261302,193966,176076,377868,337113,282066,236772,177855,145318,127933,204267,122423,340616
Malaysia,Perak,Kerian,50,51640,3706548,72,185463,282900,-97436,29187,142735,52683,67333,134264,97722,137418,173508,223044,258981,260490,192955,174756,376186,336567,280848,229605,169346,140516,126809,201819,120653,338229
Malaysia,Perak,Kerian,75,41462,3190759,77,176639,263989,-87349,28267,134418,51947,66584,130514,94581,129383,167204,219624,251493,252075,183126,150204,359891,334127,274495,195675,149123,131653,121972,192686,113846,329812
Malaysia,Perak,Kinta,0,196332,16763489,85,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kinta,10,140470,16710542,119,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kinta,15,138688,16616416,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kinta,20,137798,16565964,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kinta,25,137093,16527601,121,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kinta,30,135736,16452384,121,422964,409879,13085,296766,242150,344369,356147,353350,363750,442473,399865,643837,386623,375434,461530,227514,582540,253935,779903,577378,529985,432897,394047,574439,351693,357542
Malaysia,Perak,Kinta,50,131071,16158939,123,410358,384646,25713,291727,233926,338565,347386,344292,356953,436575,394789,635515,380910,370250,451846,223199,565113,243891,743524,552203,507556,411876,377422,550692,338161,341866
Malaysia,Perak,Kinta,75,119323,15325491,128,366148,326644,39504,261122,195901,309606,307380,298799,324184,403489,363630,591420,348700,346812,409218,204296,515484,213109,651229,475299,447559,357160,332961,485351,288475,290228
Malaysia,Perak,Kuala Kangsar,0,255091,30212317,118,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kuala Kangsar,10,238629,30183768,126,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kuala Kangsar,15,237855,30135873,127,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kuala Kangsar,20,237218,30093477,127,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kuala Kangsar,25,236946,30076360,127,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Kuala Kangsar,30,236278,30032716,127,1388556,778189,610367,807013,649617,493566,781920,1059504,565190,860990,845657,1349599,1448091,1317263,2003745,939386,2036520,2440485,3224963,2279423,1768768,1568163,1422047,1767271,826251,1481352
Malaysia,Perak,Kuala Kangsar,50,233580,29834823,128,1380207,758571,621636,802698,647188,490816,780271,1057053,563966,859462,844353,1345356,1446156,1316249,1997739,931319,2023773,2427085,3206160,2270920,1758678,1555808,1409984,1749701,813193,1446832
Malaysia,Perak,Kuala Kangsar,75,224738,29089842,129,1341732,699463,642269,778475,621562,466275,755692,1034868,553434,848250,834208,1317535,1431702,1307375,1977704,898753,1965674,2372602,3132925,2226795,1705316,1509801,1346434,1673988,766439,1334037
Malaysia,Perak,Larut and Matang,0,130645,12420778,95,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Larut and Matang,10,116996,12384341,106,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Larut and Matang,15,116375,12355134,106,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Larut and Matang,20,116009,12336863,106,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Larut and Matang,25,115758,12324885,106,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Larut and Matang,30,115206,12297844,107,759061,894368,-135306,197588,606010,191054,303105,665129,259211,320822,533857,806947,713683,633116,851896,645510,1355431,1041233,1098058,1220572,1059814,1208145,1080538,932575,632210,1101906
Malaysia,Perak,Larut and Matang,50,112969,12177805,108,755761,881596,-125835,197232,604713,190392,302113,664074,258423,320263,533368,805463,713072,632427,850810,643312,1350161,1038979,1090760,1213724,1052163,1201294,1072896,926071,626402,1094396
Malaysia,Perak,Larut and Matang,75,104980,11692926,111,737523,835613,-98090,193894,595468,186978,296941,650767,252099,315564,525467,789905,706031,626768,842338,632693,1326581,1021810,1052833,1176505,1014814,1165798,1040606,891368,600272,1057535
Malaysia,Perak,Manjung,0,105037,5733424,55,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Manjung,10,74585,5691310,76,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Manjung,15,73443,5642147,77,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Manjung,20,72689,5607506,77,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Manjung,25,72237,5587733,77,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Manjung,30,71321,5547279,78,308394,236242,72152,127828,220042,130701,158160,651108,182621,449481,321561,630042,222365,298424,339672,243606,347807,381489,342971,538893,234155,293551,248766,263089,202117,264616
Malaysia,Perak,Manjung,50,67172,5340004,79,300741,218048,82692,126334,215780,123959,153321,644773,179899,445637,319803,626864,221007,296213,334947,237846,337825,372453,328840,516294,223732,280650,239448,253014,189225,249171
Malaysia,Perak,Manjung,75,54117,4584875,85,260231,166925,93305,115949,185173,88122,123148,576898,161986,414155,300044,602970,208174,279993,308589,209310,286421,325983,263219,422386,174706,214141,195781,198137,132994,197030
Malaysia,Perak,Perak Tengah,0,126176,6523971,52,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Perak Tengah,10,91127,6464890,71,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Perak Tengah,15,89922,6409075,71,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Perak Tengah,20,89212,6375325,71,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Perak Tengah,25,88783,6355369,72,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perak,Perak Tengah,30,87703,6304018,72,282064,241852,40213,136921,140221,133062,134359,362207,210874,367421,194780,542688,328821,180587,189025,169538,565350,439637,663047,485584,290133,173327,143807,233306,211115,191672
Malaysia,Perak,Perak Tengah,50,83220,6074691,73,278762,226822,51939,134500,138039,131852,132324,359919,208506,366048,194060,540641,327340,179742,187742,167054,560297,437385,650664,478985,283718,170145,139869,228943,207558,186184
Malaysia,Perak,Perak Tengah,75,66216,5106086,77,255639,173203,82436,116367,115407,121892,111846,333839,186928,344072,179304,505953,307532,170388,177850,159824,536253,415541,589361,433878,253729,154186,124164,201043,180698,159639
Malaysia,Perlis,Perlis,0,82349,2952940,36,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perlis,Perlis,10,29311,2832283,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perlis,Perlis,15,28648,2794018,98,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perlis,Perlis,20,28308,2774155,98,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perlis,Perlis,25,28044,2760716,98,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Perlis,Perlis,30,27367,2719784,99,98894,148532,-49639,115119,58950,19690,36457,75267,29517,34448,31502,94927,63207,26261,39646,59518,180680,124760,238457,176142,108774,123380,157505,96280,133154,250919
Malaysia,Perlis,Perlis,50,25598,2601968,102,95885,139687,-43803,110084,54798,19188,35374,73062,28341,33847,30296,89837,62669,26030,39175,57658,173804,121480,232790,170869,103798,119420,153243,91530,130729,247325
Malaysia,Perlis,Perlis,75,19860,2078232,105,74585,115701,-41116,74740,37354,14600,27271,54592,22808,28521,22813,65766,53567,22943,34138,43922,128857,95760,183772,122770,70530,83133,113274,67860,113633,232836
Malaysia,Pulau Pinang,Barat Daya,0,18561,1305240,70,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Barat Daya,10,12815,1296696,101,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Barat Daya,15,12666,1289220,102,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Barat Daya,20,12590,1285179,102,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Barat Daya,25,12530,1282039,102,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Barat Daya,30,12334,1271675,103,30529,64616,-34087,1840,17384,5048,15577,22394,33308,30239,26575,30858,37374,38652,20718,18867,42292,51982,49409,34236,37563,35894,44805,40207,33338,33609
Malaysia,Pulau Pinang,Barat Daya,50,11809,1239281,105,29842,61790,-31948,1840,17083,4883,15208,22222,33039,29780,26213,30383,37196,38389,20556,18392,41025,50186,48086,33082,36259,34559,43406,39395,32556,32628
Malaysia,Pulau Pinang,Barat Daya,75,9695,1075360,111,25259,50683,-25424,1705,15109,4237,13776,19308,30466,25327,23067,27191,34766,34579,19530,14882,31583,40472,38779,26165,29383,26685,36369,32760,28035,26790
Malaysia,Pulau Pinang,Seberang Perai Selatan,0,23512,956817,41,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Selatan,10,13975,941330,67,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Selatan,15,13712,929589,68,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Selatan,20,13560,922403,68,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Selatan,25,13444,916975,68,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Selatan,30,13170,903965,69,27920,35904,-7984,2421,14269,18214,26132,38735,29081,19139,24949,40763,67928,36282,32953,12256,29306,15864,65153,35894,21074,21018,10356,32130,22775,25472
Malaysia,Pulau Pinang,Seberang Perai Selatan,50,12010,844293,70,27242,33537,-6295,2338,14159,17901,25601,37997,28636,18737,24724,40276,67735,36064,32638,11756,27125,14300,63639,34719,20728,20424,9975,30833,21929,24335
Malaysia,Pulau Pinang,Seberang Perai Selatan,75,8298,631490,76,23684,26661,-2977,2030,11801,16009,22060,33651,26433,17176,21964,36818,65854,33043,29801,9529,21036,10210,52335,29280,17194,16748,8122,26509,18405,18723
Malaysia,Pulau Pinang,Seberang Perai Tengah,0,23707,652348,28,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Tengah,10,8246,631724,77,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Tengah,15,7953,617662,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Tengah,20,7797,609862,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Tengah,25,7664,603412,79,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Tengah,30,7375,588989,80,19241,29958,-10716,4491,10535,12114,19247,15478,12398,12600,16578,32576,24271,14953,50149,13130,51854,34522,25837,20237,12488,17621,9017,4390,8291,19778
Malaysia,Pulau Pinang,Seberang Perai Tengah,50,6487,536837,83,18263,26261,-7998,4303,9950,11683,17990,14447,11787,12238,16080,31668,23368,14612,48913,12586,49573,33273,23371,19045,11163,16153,7735,3714,7530,18867
Malaysia,Pulau Pinang,Seberang Perai Tengah,75,4340,388094,89,13375,18982,-5606,3113,5701,8034,9944,7502,6582,10569,10493,25418,18270,11066,41282,10163,37021,27537,14868,12931,7792,11062,4963,2240,5542,15541
Malaysia,Pulau Pinang,Seberang Perai Utara,0,27685,619387,22,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Utara,10,8513,569166,67,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Utara,15,8284,557774,67,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Utara,20,8162,551644,68,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Utara,25,8051,546169,68,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Seberang Perai Utara,30,7834,535328,68,13681,21496,-7815,7258,19113,16572,18353,21813,19211,9164,6060,48647,34589,6384,12341,1158,19590,5570,16526,14458,5793,7206,4563,6370,4695,9223
Malaysia,Pulau Pinang,Seberang Perai Utara,50,7077,494823,70,12857,17799,-4943,6930,18300,15807,17379,20521,18297,8232,5599,47270,33841,6143,11803,921,17997,5216,15382,13344,5265,6194,4124,5275,4178,7687
Malaysia,Pulau Pinang,Seberang Perai Utara,75,5377,396788,74,9815,10978,-1162,5917,14119,13305,13549,16067,15834,6015,4408,37691,30329,4892,8782,445,11634,3362,10002,9475,4172,3394,2207,3608,1912,4635
Malaysia,Pulau Pinang,Timur Laut,0,12157,720435,59,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Timur Laut,10,6243,716624,115,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Timur Laut,15,6159,712134,116,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Timur Laut,20,6122,709995,116,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Timur Laut,25,6085,708023,116,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Pulau Pinang,Timur Laut,30,5964,701206,118,9111,21087,-11977,754,2832,2048,4272,17360,5620,9598,5060,8395,4262,3675,3318,4767,16627,13140,19323,33088,10288,5000,9026,7993,5185,17919
Malaysia,Pulau Pinang,Timur Laut,50,5778,688257,119,8757,20045,-11289,692,2795,1984,4044,16707,5350,9470,4860,8173,3964,3568,3145,4557,16103,12288,18255,32180,9878,4787,8769,7859,5047,16928
Malaysia,Pulau Pinang,Timur Laut,75,5225,640037,123,7253,16944,-9691,549,2461,1462,3012,14058,4511,8954,3627,6743,2886,2690,2737,3871,13727,10503,14844,29039,8519,3976,6570,5913,4138,12033
Malaysia,Putrajaya,Putrajaya,0,6173,130052,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Putrajaya,Putrajaya,10,1720,127212,74,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Putrajaya,Putrajaya,15,1670,124934,75,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Putrajaya,Putrajaya,20,1644,123683,75,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Putrajaya,Putrajaya,25,1618,122523,76,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Putrajaya,Putrajaya,30,1583,120859,76,6730,11311,-4580,8491,13525,8777,7151,3738,1481,4488,678,5685,1687,1702,1960,1427,4839,4584,11413,14436,14003,9524,7002,12812,5924,9466
Malaysia,Putrajaya,Putrajaya,50,1395,109968,79,6109,10649,-4539,7115,11057,8484,6463,3463,1385,4379,495,5431,1633,1680,1902,1311,3880,3977,10560,13207,12280,8454,6506,12236,5764,8848
Malaysia,Putrajaya,Putrajaya,75,925,77700,84,4265,9158,-4893,4608,6514,5832,3219,1888,1175,3556,231,3135,1438,1458,1368,956,2302,2024,6974,10997,7020,5679,5187,10483,4859,7200
Malaysia,Sabah,Beaufort,0,167181,14936498,89,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Beaufort,10,152760,14887744,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Beaufort,15,151768,14842586,98,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Beaufort,20,151161,14812726,98,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Beaufort,25,150805,14795842,98,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Beaufort,30,149925,14752736,98,1230319,1380435,-150116,969447,682185,693671,824084,1204691,1501611,816393,1365319,1018048,1478739,2555576,2713984,1088262,2414020,1369370,3880057,926977,667869,700038,480653,319976,256837,369524
Malaysia,Sabah,Beaufort,50,145756,14549532,100,1216852,1346136,-129284,962469,671257,692912,820089,1197792,1495705,813763,1361879,1016285,1477017,2552364,2697707,1077594,2392324,1337221,3784642,900010,650792,685041,472401,315708,253359,359260
Malaysia,Sabah,Beaufort,75,130963,13683836,104,1144719,1227711,-82992,930119,635864,669422,798477,1152018,1434069,782677,1320028,996831,1451775,2502891,2606484,1006724,2238163,1201826,3311838,815934,578039,618619,426724,295752,237792,316477
Malaysia,Sabah,Beluran,0,820701,76323511,93,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Beluran,10,716589,76154303,106,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Beluran,15,713538,76011011,107,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Beluran,20,710845,75878324,107,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Beluran,25,709541,75814463,107,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Beluran,30,706898,75680973,107,4778743,2370181,2408561,6752580,5008246,3748262,8202210,5109148,5516434,3824880,6233254,8092871,9797974,4372018,6590936,3296221,7272846,5024998,4408169,2761428,2333654,1926112,1928810,2617063,1873080,3219889
Malaysia,Sabah,Beluran,50,694329,74979626,108,4751339,2319122,2432217,6705314,4974916,3725828,8169502,5090752,5502208,3816057,6225441,8081172,9783754,4367950,6572753,3273418,7207403,4961149,4362879,2731927,2308961,1905573,1893377,2596940,1853299,3170217
Malaysia,Sabah,Beluran,75,639926,71188617,111,4567780,2105730,2462050,6482763,4759620,3573999,7907934,4925125,5356447,3739592,6134067,7960837,9659764,4325454,6471280,3104936,6775509,4560758,4081689,2571676,2175684,1783114,1713639,2427454,1705802,2861786
Malaysia,Sabah,Keningau,0,313566,32760140,104,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Keningau,10,269261,32672933,121,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Keningau,15,267071,32551578,122,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Keningau,20,265587,32465322,122,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Keningau,25,264577,32405570,122,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Keningau,30,262249,32260187,123,2729955,1399580,1330375,2191252,2165044,502726,1542639,2639231,1662770,1499267,2357346,2786718,1934467,3176020,6973382,2438325,6284736,3894686,5623539,2140046,2521803,2642880,1482000,1439554,1721942,3168599
Malaysia,Sabah,Keningau,50,254104,31748398,125,2687845,1332297,1355549,2166321,2143696,499026,1531308,2617337,1651813,1484742,2341211,2765242,1923417,3163592,6939741,2382080,6165650,3814114,5516287,2098310,2465837,2575846,1429782,1390409,1681343,3073337
Malaysia,Sabah,Keningau,75,222523,29093446,131,2424206,1071497,1352709,1999485,1992538,468544,1441616,2457198,1564738,1384530,2199207,2593660,1833535,3056556,6684614,2034991,5401811,3299315,4774599,1844322,2137862,2175917,1181048,1159937,1441535,2629174
Malaysia,Sabah,Kinabatangan,0,757422,65873423,87,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kinabatangan,10,677630,65696610,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kinabatangan,15,674542,65566910,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kinabatangan,20,671760,65439327,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kinabatangan,25,670559,65384094,98,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kinabatangan,30,666892,65216942,98,1234839,1298168,-63329,1909402,1533344,1383905,3460798,1957148,2146916,1595555,2042546,1128178,2554327,744145,1419551,583907,935516,1049976,1169820,436319,665369,405098,239064,229195,285170,526054
Malaysia,Sabah,Kinabatangan,50,656986,64740949,99,1230703,1283610,-52908,1906664,1531202,1382425,3457073,1955126,2144530,1593799,2041350,1127265,2552065,743638,1418930,582709,928500,1041252,1157492,428601,660884,393639,231970,227971,280190,518886
Malaysia,Sabah,Kinabatangan,75,596155,60996922,102,1198875,1210644,-11769,1885072,1512749,1369090,3413430,1928170,2117902,1567975,2019922,1116181,2518661,737083,1407213,574941,876522,974321,1070494,386365,636807,331965,193078,215160,244088,476929
Malaysia,Sabah,Kota Belud,0,134011,14185830,106,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kota Belud,10,118269,14150434,120,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kota Belud,15,116907,14092578,121,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kota Belud,20,116219,14061388,121,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kota Belud,25,115602,14033934,121,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kota Belud,30,114604,13986591,122,764244,637061,127182,773187,645845,126988,508970,535808,562889,560525,361900,748304,502697,1258497,1220882,657656,1533089,1950945,1489290,838379,556421,769724,617713,385052,439015,533824
Malaysia,Sabah,Kota Belud,50,109786,13730076,125,755386,604141,151245,770525,642607,126851,507693,533117,562247,559022,361328,747045,499112,1256348,1214035,652931,1512127,1922212,1454353,826211,547822,752436,604851,378496,431743,510763
Malaysia,Sabah,Kota Belud,75,98718,12934425,131,715244,528299,186945,743690,616563,124145,495416,516357,554551,542045,353235,730926,467276,1239649,1184653,622428,1413228,1789320,1319716,784023,507647,696887,563052,351524,397456,436830
Malaysia,Sabah,Kota Kinabalu,0,36810,2979491,81,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kota Kinabalu,10,25926,2967923,114,,,,,,,,,,,,,,,,,,,,,,,,,,
