country,subnational1,year,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tree_cover_loss
Malaysia,Johor,2001,0,1911485,1911485,1911485,102272,44323
Malaysia,Johor,2001,10,1911485,1625635,1586884,102272,43973
Malaysia,Johor,2001,15,1911485,1614670,1573563,102272,43897
Malaysia,Johor,2001,20,1911485,1606540,1561875,102272,43815
Malaysia,Johor,2001,25,1911485,1601965,1552433,102272,43767
Malaysia,Johor,2001,30,1911485,1593783,1543602,102272,43703
Malaysia,Johor,2001,50,1911485,1551382,1482095,102272,43128
Malaysia,Johor,2001,75,1911485,1391685,1328110,102272,40236
Malaysia,Kedah,2001,0,951787,951787,951787,44640,3811
Malaysia,Kedah,2001,10,951787,693911,659969,44640,3671
Malaysia,Kedah,2001,15,951787,687911,653389,44640,3652
Malaysia,Kedah,2001,20,951787,683626,649573,44640,3623
Malaysia,Kedah,2001,25,951787,681331,643895,44640,3611
Malaysia,Kedah,2001,30,951787,676030,640752,44640,3600
Malaysia,Kedah,2001,50,951787,653738,617848,44640,3439
Malaysia,Kedah,2001,75,951787,581666,554988,44640,2502
Malaysia,Kelantan,2001,0,1513205,1513205,1513205,23028,10852
Malaysia,Kelantan,2001,10,1513205,1361094,1278726,23028,10653
Malaysia,Kelantan,2001,15,1513205,1355454,1271129,23028,10621
Malaysia,Kelantan,2001,20,1513205,1351764,1266493,23028,10594
Malaysia,Kelantan,2001,25,1513205,1349451,1261939,23028,10580
Malaysia,Kelantan,2001,30,1513205,1344075,1257078,23028,10557
Malaysia,Kelantan,2001,50,1513205,1325417,1229250,23028,10398
Malaysia,Kelantan,2001,75,1513205,1256211,1159120,23028,9657
Malaysia,Kuala Lumpur,2001,0,27198,27198,27198,863,39
Malaysia,Kuala Lumpur,2001,10,27198,6860,5199,863,38
Malaysia,Kuala Lumpur,2001,15,27198,5685,4642,863,37
Malaysia,Kuala Lumpur,2001,20,27198,5485,4556,863,37
Malaysia,Kuala Lumpur,2001,25,27198,5109,4403,863,36
Malaysia,Kuala Lumpur,2001,30,27198,4827,4100,863,36
Malaysia,Kuala Lumpur,2001,50,27198,3914,3071,863,30
Malaysia,Kuala Lumpur,2001,75,27198,2446,1492,863,15
Malaysia,Labuan,2001,0,9066,9066,9066,188,25
Malaysia,Labuan,2001,10,9066,4730,4401,188,24
Malaysia,Labuan,2001,15,9066,4599,4289,188,24
Malaysia,Labuan,2001,20,9066,4527,4270,188,24
Malaysia,Labuan,2001,25,9066,4480,4235,188,24
Malaysia,Labuan,2001,30,9066,4323,4163,188,24
Malaysia,Labuan,2001,50,9066,3926,3695,188,24
Malaysia,Labuan,2001,75,9066,3014,2883,188,22
Malaysia,Melaka,2001,0,165403,165403,165403,12986,3669
Malaysia,Melaka,2001,10,165403,117339,113366,12986,3631
Malaysia,Melaka,2001,15,165403,115661,111868,12986,3620
Malaysia,Melaka,2001,20,165403,114475,110563,12986,3608
Malaysia,Melaka,2001,25,165403,113794,109490,12986,3602
Malaysia,Melaka,2001,30,165403,112675,108610,12986,3593
Malaysia,Melaka,2001,50,165403,106873,102385,12986,3529
Malaysia,Melaka,2001,75,165403,88815,85393,12986,3101
Malaysia,Negeri Sembilan,2001,0,666738,666738,666738,41198,22646
Malaysia,Negeri Sembilan,2001,10,666738,570930,543073,41198,22543
Malaysia,Negeri Sembilan,2001,15,666738,567096,538483,41198,22506
Malaysia,Negeri Sembilan,2001,20,666738,564138,534113,41198,22469
Malaysia,Negeri Sembilan,2001,25,666738,562530,530990,41198,22457
Malaysia,Negeri Sembilan,2001,30,666738,559821,527970,41198,22432
Malaysia,Negeri Sembilan,2001,50,666738,544976,505321,41198,22152
Malaysia,Negeri Sembilan,2001,75,666738,487265,440613,41198,19565
Malaysia,Pahang,2001,0,3585238,3585238,3585238,117174,48490
Malaysia,Pahang,2001,10,3585238,3327704,3244745,117174,47923
Malaysia,Pahang,2001,15,3585238,3316955,3230110,117174,47803
Malaysia,Pahang,2001,20,3585238,3308545,3218619,117174,47669
Malaysia,Pahang,2001,25,3585238,3303635,3209171,117174,47600
Malaysia,Pahang,2001,30,3585238,3295418,3199022,117174,47473
Malaysia,Pahang,2001,50,3585238,3249607,3131034,117174,46503
Malaysia,Pahang,2001,75,3585238,3063046,2947338,117174,41297
Malaysia,Perak,2001,0,2091110,2091110,2091110,67954,16679
Malaysia,Perak,2001,10,2091110,1795110,1776308,67954,16416
Malaysia,Perak,2001,15,2091110,1785066,1763207,67954,16369
Malaysia,Perak,2001,20,2091110,1778841,1758035,67954,16318
Malaysia,Perak,2001,25,2091110,1774699,1751155,67954,16290
Malaysia,Perak,2001,30,2091110,1766056,1743683,67954,16245
Malaysia,Perak,2001,50,2091110,1728918,1698520,67954,15927
Malaysia,Perak,2001,75,2091110,1603872,1580232,67954,14213
Malaysia,Perlis,2001,0,82349,82349,82349,4735,299
Malaysia,Perlis,2001,10,82349,29311,24721,4735,267
Malaysia,Perlis,2001,15,82349,28648,23978,4735,264
Malaysia,Perlis,2001,20,82349,28308,23514,4735,262
Malaysia,Perlis,2001,25,82349,28044,22859,4735,260
Malaysia,Perlis,2001,30,82349,27367,22511,4735,258
Malaysia,Perlis,2001,50,82349,25598,20250,4735,218
Malaysia,Perlis,2001,75,82349,19860,14962,4735,104
Malaysia,Pulau Pinang,2001,0,105622,105622,105622,2737,136
Malaysia,Pulau Pinang,2001,10,105622,49792,43594,2737,134
Malaysia,Pulau Pinang,2001,15,105622,48776,42218,2737,134
Malaysia,Pulau Pinang,2001,20,105622,48230,41972,2737,133
Malaysia,Pulau Pinang,2001,25,105622,47774,41502,2737,133
Malaysia,Pulau Pinang,2001,30,105622,46677,40796,2737,133
Malaysia,Pulau Pinang,2001,50,105622,43161,37158,2737,130
Malaysia,Pulau Pinang,2001,75,105622,32935,28750,2737,112
Malaysia,Putrajaya,2001,0,6173,6173,6173,890,63
Malaysia,Putrajaya,2001,10,6173,1720,1691,890,62
Malaysia,Putrajaya,2001,15,6173,1670,1598,890,61
Malaysia,Putrajaya,2001,20,6173,1644,1575,890,61
Malaysia,Putrajaya,2001,25,6173,1618,1536,890,61
Malaysia,Putrajaya,2001,30,6173,1583,1491,890,61
Malaysia,Putrajaya,2001,50,6173,1395,1277,890,53
Malaysia,Putrajaya,2001,75,6173,925,855,890,32
Malaysia,Sabah,2001,0,7372091,7372091,7372091,214875,64055
Malaysia,Sabah,2001,10,7372091,6769712,6755319,214875,63237
Malaysia,Sabah,2001,15,7372091,6742543,6722295,214875,63088
Malaysia,Sabah,2001,20,7372091,6721855,6708654,214875,62959
Malaysia,Sabah,2001,25,7372091,6710515,6690453,214875,62885
Malaysia,Sabah,2001,30,7372091,6684138,6667614,214875,62731
Malaysia,Sabah,2001,50,7372091,6585815,6540896,214875,61854
Malaysia,Sabah,2001,75,7372091,6165734,6208091,214875,58025
Malaysia,Sarawak,2001,0,12379545,12379545,12379545,302061,103529
Malaysia,Sarawak,2001,10,12379545,11727777,11403600,302061,101404
Malaysia,Sarawak,2001,15,12379545,11699536,11352588,302061,101091
Malaysia,Sarawak,2001,20,12379545,11680467,11331422,302061,100860
Malaysia,Sarawak,2001,25,12379545,11666586,11302209,302061,100676
Malaysia,Sarawak,2001,30,12379545,11643005,11270645,302061,100294
Malaysia,Sarawak,2001,50,12379545,11524585,11069143,302061,97594
Malaysia,Sarawak,2001,75,12379545,11067414,10588906,302061,89627
Malaysia,Selangor,2001,0,782443,782443,782443,39705,11353
Malaysia,Selangor,2001,10,782443,581303,545601,39705,11283
Malaysia,Selangor,2001,15,782443,575405,537255,39705,11269
Malaysia,Selangor,2001,20,782443,571761,534644,39705,11250
Malaysia,Selangor,2001,25,782443,568977,530200,39705,11239
Malaysia,Selangor,2001,30,782443,564558,526060,39705,11219
Malaysia,Selangor,2001,50,782443,543059,500951,39705,11053
Malaysia,Selangor,2001,75,782443,477581,440675,39705,10022
Malaysia,Trengganu,2001,0,1288895,1288895,1288895,29638,10223
Malaysia,Trengganu,2001,10,1288895,1123158,1092173,29638,10175
Malaysia,Trengganu,2001,15,1288895,1117368,1085746,29638,10166
Malaysia,Trengganu,2001,20,1288895,1113668,1081892,29638,10154
Malaysia,Trengganu,2001,25,1288895,1111102,1078290,29638,10148
Malaysia,Trengganu,2001,30,1288895,1106226,1073942,29638,10139
Malaysia,Trengganu,2001,50,1288895,1084795,1047974,29638,10051
Malaysia,Trengganu,2001,75,1288895,1007112,979724,29638,9544
Malaysia,Johor,2002,0,1911485,1911485,1911485,102272,35674
Malaysia,Johor,2002,10,1911485,1625635,1586884,102272,35499
Malaysia,Johor,2002,15,1911485,1614670,1573563,102272,35465
Malaysia,Johor,2002,20,1911485,1606540,1561875,102272,35416
Malaysia,Johor,2002,25,1911485,1601965,1552433,102272,35393
Malaysia,Johor,2002,30,1911485,1593783,1543602,102272,35359
Malaysia,Johor,2002,50,1911485,1551382,1482095,102272,35039
Malaysia,Johor,2002,75,1911485,1391685,1328110,102272,32926
Malaysia,Kedah,2002,0,951787,951787,951787,44640,10087
Malaysia,Kedah,2002,10,951787,693911,659969,44640,9981
Malaysia,Kedah,2002,15,951787,687911,653389,44640,9959
Malaysia,Kedah,2002,20,951787,683626,649573,44640,9921
Malaysia,Kedah,2002,25,951787,681331,643895,44640,9908
Malaysia,Kedah,2002,30,951787,676030,640752,44640,9893
Malaysia,Kedah,2002,50,951787,653738,617848,44640,9626
Malaysia,Kedah,2002,75,951787,581666,554988,44640,7519
Malaysia,Kelantan,2002,0,1513205,1513205,1513205,23028,9245
Malaysia,Kelantan,2002,10,1513205,1361094,1278726,23028,9168
Malaysia,Kelantan,2002,15,1513205,1355454,1271129,23028,9153
Malaysia,Kelantan,2002,20,1513205,1351764,1266493,23028,9140
Malaysia,Kelantan,2002,25,1513205,1349451,1261939,23028,9133
Malaysia,Kelantan,2002,30,1513205,1344075,1257078,23028,9120
Malaysia,Kelantan,2002,50,1513205,1325417,1229250,23028,9017
Malaysia,Kelantan,2002,75,1513205,1256211,1159120,23028,8494
Malaysia,Kuala Lumpur,2002,0,27198,27198,27198,863,127
Malaysia,Kuala Lumpur,2002,10,27198,6860,5199,863,122
Malaysia,Kuala Lumpur,2002,15,27198,5685,4642,863,121
Malaysia,Kuala Lumpur,2002,20,27198,5485,4556,863,120
Malaysia,Kuala Lumpur,2002,25,27198,5109,4403,863,119
Malaysia,Kuala Lumpur,2002,30,27198,4827,4100,863,119
Malaysia,Kuala Lumpur,2002,50,27198,3914,3071,863,106
Malaysia,Kuala Lumpur,2002,75,27198,2446,1492,863,61
Malaysia,Labuan,2002,0,9066,9066,9066,188,24
Malaysia,Labuan,2002,10,9066,4730,4401,188,23
Malaysia,Labuan,2002,15,9066,4599,4289,188,23
Malaysia,Labuan,2002,20,9066,4527,4270,188,23
Malaysia,Labuan,2002,25,9066,4480,4235,188,23
Malaysia,Labuan,2002,30,9066,4323,4163,188,23
Malaysia,Labuan,2002,50,9066,3926,3695,188,22
Malaysia,Labuan,2002,75,9066,3014,2883,188,19
Malaysia,Melaka,2002,0,165403,165403,165403,12986,2870
Malaysia,Melaka,2002,10,165403,117339,113366,12986,2841
Malaysia,Melaka,2002,15,165403,115661,111868,12986,2834
Malaysia,Melaka,2002,20,165403,114475,110563,12986,2823
Malaysia,Melaka,2002,25,165403,113794,109490,12986,2819
Malaysia,Melaka,2002,30,165403,112675,108610,12986,2814
Malaysia,Melaka,2002,50,165403,106873,102385,12986,2756
Malaysia,Melaka,2002,75,165403,88815,85393,12986,2381
Malaysia,Negeri Sembilan,2002,0,666738,666738,666738,41198,25137
Malaysia,Negeri Sembilan,2002,10,666738,570930,543073,41198,25024
Malaysia,Negeri Sembilan,2002,15,666738,567096,538483,41198,25001
Malaysia,Negeri Sembilan,2002,20,666738,564138,534113,41198,24965
Malaysia,Negeri Sembilan,2002,25,666738,562530,530990,41198,24948
Malaysia,Negeri Sembilan,2002,30,666738,559821,527970,41198,24927
Malaysia,Negeri Sembilan,2002,50,666738,544976,505321,41198,24668
Malaysia,Negeri Sembilan,2002,75,666738,487265,440613,41198,22015
Malaysia,Pahang,2002,0,3585238,3585238,3585238,117174,59024
Malaysia,Pahang,2002,10,3585238,3327704,3244745,117174,58484
Malaysia,Pahang,2002,15,3585238,3316955,3230110,117174,58391
Malaysia,Pahang,2002,20,3585238,3308545,3218619,117174,58258
Malaysia,Pahang,2002,25,3585238,3303635,3209171,117174,58178
Malaysia,Pahang,2002,30,3585238,3295418,3199022,117174,58056
Malaysia,Pahang,2002,50,3585238,3249607,3131034,117174,57120
Malaysia,Pahang,2002,75,3585238,3063046,2947338,117174,52353
Malaysia,Perak,2002,0,2091110,2091110,2091110,67954,21137
Malaysia,Perak,2002,10,2091110,1795110,1776308,67954,20911
Malaysia,Perak,2002,15,2091110,1785066,1763207,67954,20871
Malaysia,Perak,2002,20,2091110,1778841,1758035,67954,20834
Malaysia,Perak,2002,25,2091110,1774699,1751155,67954,20810
Malaysia,Perak,2002,30,2091110,1766056,1743683,67954,20779
Malaysia,Perak,2002,50,2091110,1728918,1698520,67954,20400
Malaysia,Perak,2002,75,2091110,1603872,1580232,67954,18181
Malaysia,Perlis,2002,0,82349,82349,82349,4735,195
Malaysia,Perlis,2002,10,82349,29311,24721,4735,179
Malaysia,Perlis,2002,15,82349,28648,23978,4735,176
Malaysia,Perlis,2002,20,82349,28308,23514,4735,174
Malaysia,Perlis,2002,25,82349,28044,22859,4735,174
Malaysia,Perlis,2002,30,82349,27367,22511,4735,173
Malaysia,Perlis,2002,50,82349,25598,20250,4735,146
Malaysia,Perlis,2002,75,82349,19860,14962,4735,77
Malaysia,Pulau Pinang,2002,0,105622,105622,105622,2737,446
Malaysia,Pulau Pinang,2002,10,105622,49792,43594,2737,442
Malaysia,Pulau Pinang,2002,15,105622,48776,42218,2737,440
Malaysia,Pulau Pinang,2002,20,105622,48230,41972,2737,439
Malaysia,Pulau Pinang,2002,25,105622,47774,41502,2737,438
Malaysia,Pulau Pinang,2002,30,105622,46677,40796,2737,437
Malaysia,Pulau Pinang,2002,50,105622,43161,37158,2737,426
Malaysia,Pulau Pinang,2002,75,105622,32935,28750,2737,354
Malaysia,Putrajaya,2002,0,6173,6173,6173,890,54
Malaysia,Putrajaya,2002,10,6173,1720,1691,890,50
Malaysia,Putrajaya,2002,15,6173,1670,1598,890,50
Malaysia,Putrajaya,2002,20,6173,1644,1575,890,49
Malaysia,Putrajaya,2002,25,6173,1618,1536,890,49
Malaysia,Putrajaya,2002,30,6173,1583,1491,890,49
Malaysia,Putrajaya,2002,50,6173,1395,1277,890,40
Malaysia,Putrajaya,2002,75,6173,925,855,890,21
Malaysia,Sabah,2002,0,7372091,7372091,7372091,214875,60397
Malaysia,Sabah,2002,10,7372091,6769712,6755319,214875,59849
Malaysia,Sabah,2002,15,7372091,6742543,6722295,214875,59749
Malaysia,Sabah,2002,20,7372091,6721855,6708654,214875,59651
Malaysia,Sabah,2002,25,7372091,6710515,6690453,214875,59593
Malaysia,Sabah,2002,30,7372091,6684138,6667614,214875,59490
Malaysia,Sabah,2002,50,7372091,6585815,6540896,214875,58885
Malaysia,Sabah,2002,75,7372091,6165734,6208091,214875,55703
Malaysia,Sarawak,2002,0,12379545,12379545,12379545,302061,74806
Malaysia,Sarawak,2002,10,12379545,11727777,11403600,302061,74269
Malaysia,Sarawak,2002,15,12379545,11699536,11352588,302061,74164
Malaysia,Sarawak,2002,20,12379545,11680467,11331422,302061,74079
Malaysia,Sarawak,2002,25,12379545,11666586,11302209,302061,74009
Malaysia,Sarawak,2002,30,12379545,11643005,11270645,302061,73917
Malaysia,Sarawak,2002,50,12379545,11524585,11069143,302061,73115
Malaysia,Sarawak,2002,75,12379545,11067414,10588906,302061,69381
Malaysia,Selangor,2002,0,782443,782443,782443,39705,7445
Malaysia,Selangor,2002,10,782443,581303,545601,39705,7379
Malaysia,Selangor,2002,15,782443,575405,537255,39705,7365
Malaysia,Selangor,2002,20,782443,571761,534644,39705,7354
Malaysia,Selangor,2002,25,782443,568977,530200,39705,7344
Malaysia,Selangor,2002,30,782443,564558,526060,39705,7333
Malaysia,Selangor,2002,50,782443,543059,500951,39705,7182
Malaysia,Selangor,2002,75,782443,477581,440675,39705,6298
Malaysia,Trengganu,2002,0,1288895,1288895,1288895,29638,10108
Malaysia,Trengganu,2002,10,1288895,1123158,1092173,29638,10086
Malaysia,Trengganu,2002,15,1288895,1117368,1085746,29638,10081
Malaysia,Trengganu,2002,20,1288895,1113668,1081892,29638,10074
Malaysia,Trengganu,2002,25,1288895,1111102,1078290,29638,10071
Malaysia,Trengganu,2002,30,1288895,1106226,1073942,29638,10066
Malaysia,Trengganu,2002,50,1288895,1084795,1047974,29638,10007
Malaysia,Trengganu,2002,75,1288895,1007112,979724,29638,9573
Malaysia,Johor,2003,0,1911485,1911485,1911485,102272,13597
Malaysia,Johor,2003,10,1911485,1625635,1586884,102272,13530
Malaysia,Johor,2003,15,1911485,1614670,1573563,102272,13515
Malaysia,Johor,2003,20,1911485,1606540,1561875,102272,13498
Malaysia,Johor,2003,25,1911485,1601965,1552433,102272,13489
Malaysia,Johor,2003,30,1911485,1593783,1543602,102272,13478
Malaysia,Johor,2003,50,1911485,1551382,1482095,102272,13349
Malaysia,Johor,2003,75,1911485,1391685,1328110,102272,12395
Malaysia,Kedah,2003,0,951787,951787,951787,44640,4519
Malaysia,Kedah,2003,10,951787,693911,659969,44640,4487
Malaysia,Kedah,2003,15,951787,687911,653389,44640,4480
Malaysia,Kedah,2003,20,951787,683626,649573,44640,4466
Malaysia,Kedah,2003,25,951787,681331,643895,44640,4463
Malaysia,Kedah,2003,30,951787,676030,640752,44640,4456
Malaysia,Kedah,2003,50,951787,653738,617848,44640,4367
Malaysia,Kedah,2003,75,951787,581666,554988,44640,3386
Malaysia,Kelantan,2003,0,1513205,1513205,1513205,23028,5633
Malaysia,Kelantan,2003,10,1513205,1361094,1278726,23028,5601
Malaysia,Kelantan,2003,15,1513205,1355454,1271129,23028,5593
Malaysia,Kelantan,2003,20,1513205,1351764,1266493,23028,5586
Malaysia,Kelantan,2003,25,1513205,1349451,1261939,23028,5582
Malaysia,Kelantan,2003,30,1513205,1344075,1257078,23028,5577
Malaysia,Kelantan,2003,50,1513205,1325417,1229250,23028,5527
Malaysia,Kelantan,2003,75,1513205,1256211,1159120,23028,5241
Malaysia,Kuala Lumpur,2003,0,27198,27198,27198,863,51
Malaysia,Kuala Lumpur,2003,10,27198,6860,5199,863,50
Malaysia,Kuala Lumpur,2003,15,27198,5685,4642,863,49
Malaysia,Kuala Lumpur,2003,20,27198,5485,4556,863,49
Malaysia,Kuala Lumpur,2003,25,27198,5109,4403,863,48
Malaysia,Kuala Lumpur,2003,30,27198,4827,4100,863,48
Malaysia,Kuala Lumpur,2003,50,27198,3914,3071,863,44
Malaysia,Kuala Lumpur,2003,75,27198,2446,1492,863,29
Malaysia,Labuan,2003,0,9066,9066,9066,188,18
Malaysia,Labuan,2003,10,9066,4730,4401,188,18
Malaysia,Labuan,2003,15,9066,4599,4289,188,18
Malaysia,Labuan,2003,20,9066,4527,4270,188,18
Malaysia,Labuan,2003,25,9066,4480,4235,188,18
Malaysia,Labuan,2003,30,9066,4323,4163,188,18
Malaysia,Labuan,2003,50,9066,3926,3695,188,17
Malaysia,Labuan,2003,75,9066,3014,2883,188,15
Malaysia,Melaka,2003,0,165403,165403,165403,12986,1286
Malaysia,Melaka,2003,10,165403,117339,113366,12986,1278
Malaysia,Melaka,2003,15,165403,115661,111868,12986,1276
Malaysia,Melaka,2003,20,165403,114475,110563,12986,1273
Malaysia,Melaka,2003,25,165403,113794,109490,12986,1273
Malaysia,Melaka,2003,30,165403,112675,108610,12986,1272
Malaysia,Melaka,2003,50,165403,106873,102385,12986,1254
Malaysia,Melaka,2003,75,165403,88815,85393,12986,1095
Malaysia,Negeri Sembilan,2003,0,666738,666738,666738,41198,7392
Malaysia,Negeri Sembilan,2003,10,666738,570930,543073,41198,7364
Malaysia,Negeri Sembilan,2003,15,666738,567096,538483,41198,7357
Malaysia,Negeri Sembilan,2003,20,666738,564138,534113,41198,7345
Malaysia,Negeri Sembilan,2003,25,666738,562530,530990,41198,7340
Malaysia,Negeri Sembilan,2003,30,666738,559821,527970,41198,7334
Malaysia,Negeri Sembilan,2003,50,666738,544976,505321,41198,7243
Malaysia,Negeri Sembilan,2003,75,666738,487265,440613,41198,6157
Malaysia,Pahang,2003,0,3585238,3585238,3585238,117174,27208
Malaysia,Pahang,2003,10,3585238,3327704,3244745,117174,27064
Malaysia,Pahang,2003,15,3585238,3316955,3230110,117174,27041
Malaysia,Pahang,2003,20,3585238,3308545,3218619,117174,27005
Malaysia,Pahang,2003,25,3585238,3303635,3209171,117174,26985
Malaysia,Pahang,2003,30,3585238,3295418,3199022,117174,26963
Malaysia,Pahang,2003,50,3585238,3249607,3131034,117174,26699
Malaysia,Pahang,2003,75,3585238,3063046,2947338,117174,23800
Malaysia,Perak,2003,0,2091110,2091110,2091110,67954,9688
Malaysia,Perak,2003,10,2091110,1795110,1776308,67954,9580
Malaysia,Perak,2003,15,2091110,1785066,1763207,67954,9558
Malaysia,Perak,2003,20,2091110,1778841,1758035,67954,9541
Malaysia,Perak,2003,25,2091110,1774699,1751155,67954,9527
Malaysia,Perak,2003,30,2091110,1766056,1743683,67954,9509
Malaysia,Perak,2003,50,2091110,1728918,1698520,67954,9319
Malaysia,Perak,2003,75,2091110,1603872,1580232,67954,8048
Malaysia,Perlis,2003,0,82349,82349,82349,4735,60
Malaysia,Perlis,2003,10,82349,29311,24721,4735,57
Malaysia,Perlis,2003,15,82349,28648,23978,4735,56
Malaysia,Perlis,2003,20,82349,28308,23514,4735,56
Malaysia,Perlis,2003,25,82349,28044,22859,4735,55
Malaysia,Perlis,2003,30,82349,27367,22511,4735,55
Malaysia,Perlis,2003,50,82349,25598,20250,4735,52
Malaysia,Perlis,2003,75,82349,19860,14962,4735,36
Malaysia,Pulau Pinang,2003,0,105622,105622,105622,2737,201
Malaysia,Pulau Pinang,2003,10,105622,49792,43594,2737,197
Malaysia,Pulau Pinang,2003,15,105622,48776,42218,2737,196
Malaysia,Pulau Pinang,2003,20,105622,48230,41972,2737,195
Malaysia,Pulau Pinang,2003,25,105622,47774,41502,2737,195
Malaysia,Pulau Pinang,2003,30,105622,46677,40796,2737,195
Malaysia,Pulau Pinang,2003,50,105622,43161,37158,2737,187
Malaysia,Pulau Pinang,2003,75,105622,32935,28750,2737,152
Malaysia,Putrajaya,2003,0,6173,6173,6173,890,25
Malaysia,Putrajaya,2003,10,6173,1720,1691,890,24
Malaysia,Putrajaya,2003,15,6173,1670,1598,890,24
Malaysia,Putrajaya,2003,20,6173,1644,1575,890,24
Malaysia,Putrajaya,2003,25,6173,1618,1536,890,24
Malaysia,Putrajaya,2003,30,6173,1583,1491,890,24
Malaysia,Putrajaya,2003,50,6173,1395,1277,890,23
Malaysia,Putrajaya,2003,75,6173,925,855,890,16
Malaysia,Sabah,2003,0,7372091,7372091,7372091,214875,33325
Malaysia,Sabah,2003,10,7372091,6769712,6755319,214875,33065
Malaysia,Sabah,2003,15,7372091,6742543,6722295,214875,33016
Malaysia,Sabah,2003,20,7372091,6721855,6708654,214875,32969
Malaysia,Sabah,2003,25,7372091,6710515,6690453,214875,32944
Malaysia,Sabah,2003,30,7372091,6684138,6667614,214875,32902
Malaysia,Sabah,2003,50,7372091,6585815,6540896,214875,32622
Malaysia,Sabah,2003,75,7372091,6165734,6208091,214875,31069
Malaysia,Sarawak,2003,0,12379545,12379545,12379545,302061,74492
Malaysia,Sarawak,2003,10,12379545,11727777,11403600,302061,74159
Malaysia,Sarawak,2003,15,12379545,11699536,11352588,302061,74076
Malaysia,Sarawak,2003,20,12379545,11680467,11331422,302061,74035
Malaysia,Sarawak,2003,25,12379545,11666586,11302209,302061,73994
Malaysia,Sarawak,2003,30,12379545,11643005,11270645,302061,73945
Malaysia,Sarawak,2003,50,12379545,11524585,11069143,302061,73384
Malaysia,Sarawak,2003,75,12379545,11067414,10588906,302061,70657
Malaysia,Selangor,2003,0,782443,782443,782443,39705,3809
Malaysia,Selangor,2003,10,782443,581303,545601,39705,3773
Malaysia,Selangor,2003,15,782443,575405,537255,39705,3766
Malaysia,Selangor,2003,20,782443,571761,534644,39705,3759
Malaysia,Selangor,2003,25,782443,568977,530200,39705,3754
Malaysia,Selangor,2003,30,782443,564558,526060,39705,3749
Malaysia,Selangor,2003,50,782443,543059,500951,39705,3667
Malaysia,Selangor,2003,75,782443,477581,440675,39705,3153
Malaysia,Trengganu,2003,0,1288895,1288895,1288895,29638,4407
Malaysia,Trengganu,2003,10,1288895,1123158,1092173,29638,4395
Malaysia,Trengganu,2003,15,1288895,1117368,1085746,29638,4393
Malaysia,Trengganu,2003,20,1288895,1113668,1081892,29638,4390
Malaysia,Trengganu,2003,25,1288895,1111102,1078290,29638,4388
Malaysia,Trengganu,2003,30,1288895,1106226,1073942,29638,4386
Malaysia,Trengganu,2003,50,1288895,1084795,1047974,29638,4365
Malaysia,Trengganu,2003,75,1288895,1007112,979724,29638,4218
Malaysia,Johor,2004,0,1911485,1911485,1911485,102272,40918
Malaysia,Johor,2004,10,1911485,1625635,1586884,102272,40725
Malaysia,Johor,2004,15,1911485,1614670,1573563,102272,40692
Malaysia,Johor,2004,20,1911485,1606540,1561875,102272,40638
Malaysia,Johor,2004,25,1911485,1601965,1552433,102272,40613
Malaysia,Johor,2004,30,1911485,1593783,1543602,102272,40586
Malaysia,Johor,2004,50,1911485,1551382,1482095,102272,40227
Malaysia,Johor,2004,75,1911485,1391685,1328110,102272,37404
Malaysia,Kedah,2004,0,951787,951787,951787,44640,7259
Malaysia,Kedah,2004,10,951787,693911,659969,44640,7176
Malaysia,Kedah,2004,15,951787,687911,653389,44640,7160
Malaysia,Kedah,2004,20,951787,683626,649573,44640,7129
Malaysia,Kedah,2004,25,951787,681331,643895,44640,7119
Malaysia,Kedah,2004,30,951787,676030,640752,44640,7110
Malaysia,Kedah,2004,50,951787,653738,617848,44640,6922
Malaysia,Kedah,2004,75,951787,581666,554988,44640,5623
Malaysia,Kelantan,2004,0,1513205,1513205,1513205,23028,13945
Malaysia,Kelantan,2004,10,1513205,1361094,1278726,23028,13857
Malaysia,Kelantan,2004,15,1513205,1355454,1271129,23028,13838
Malaysia,Kelantan,2004,20,1513205,1351764,1266493,23028,13826
Malaysia,Kelantan,2004,25,1513205,1349451,1261939,23028,13819
Malaysia,Kelantan,2004,30,1513205,1344075,1257078,23028,13804
Malaysia,Kelantan,2004,50,1513205,1325417,1229250,23028,13690
Malaysia,Kelantan,2004,75,1513205,1256211,1159120,23028,13038
Malaysia,Kuala Lumpur,2004,0,27198,27198,27198,863,192
Malaysia,Kuala Lumpur,2004,10,27198,6860,5199,863,178
Malaysia,Kuala Lumpur,2004,15,27198,5685,4642,863,175
Malaysia,Kuala Lumpur,2004,20,27198,5485,4556,863,173
Malaysia,Kuala Lumpur,2004,25,27198,5109,4403,863,171
Malaysia,Kuala Lumpur,2004,30,27198,4827,4100,863,169
Malaysia,Kuala Lumpur,2004,50,27198,3914,3071,863,144
Malaysia,Kuala Lumpur,2004,75,27198,2446,1492,863,70
Malaysia,Labuan,2004,0,9066,9066,9066,188,11
Malaysia,Labuan,2004,10,9066,4730,4401,188,11
Malaysia,Labuan,2004,15,9066,4599,4289,188,11
Malaysia,Labuan,2004,20,9066,4527,4270,188,11
Malaysia,Labuan,2004,25,9066,4480,4235,188,11
Malaysia,Labuan,2004,30,9066,4323,4163,188,11
Malaysia,Labuan,2004,50,9066,3926,3695,188,11
Malaysia,Labuan,2004,75,9066,3014,2883,188,10
Malaysia,Melaka,2004,0,165403,165403,165403,12986,1277
