country,subnational1,subnational2,year,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tree_cover_loss
Malaysia,Pahang,Bera,2001,75,219124,168855,170688,15866,4176
Malaysia,Pahang,Cameron Highlands,2001,0,70753,70753,70753,275,75
Malaysia,Pahang,Cameron Highlands,2001,10,70753,65701,64363,275,75
Malaysia,Pahang,Cameron Highlands,2001,15,70753,65592,64227,275,75
Malaysia,Pahang,Cameron Highlands,2001,20,70753,65538,64178,275,75
Malaysia,Pahang,Cameron Highlands,2001,25,70753,65491,64108,275,75
Malaysia,Pahang,Cameron Highlands,2001,30,70753,65403,64014,275,75
Malaysia,Pahang,Cameron Highlands,2001,50,70753,65074,63583,275,74
Malaysia,Pahang,Cameron Highlands,2001,75,70753,63948,62500,275,66
Malaysia,Pahang,Jerantut,2001,0,724206,724206,724206,7377,4454
Malaysia,Pahang,Jerantut,2001,10,724206,703090,704333,7377,4422
Malaysia,Pahang,Jerantut,2001,15,724206,702280,703293,7377,4418
Malaysia,Pahang,Jerantut,2001,20,724206,701563,702690,7377,4408
Malaysia,Pahang,Jerantut,2001,25,724206,701154,702034,7377,4403
Malaysia,Pahang,Jerantut,2001,30,724206,700460,701216,7377,4398
Malaysia,Pahang,Jerantut,2001,50,724206,696739,695562,7377,4354
Malaysia,Pahang,Jerantut,2001,75,724206,679965,678788,7377,4080
Malaysia,Pahang,Kuantan,2001,0,301803,301803,301803,17036,5633
Malaysia,Pahang,Kuantan,2001,10,301803,256536,251535,17036,5555
Malaysia,Pahang,Kuantan,2001,15,301803,254727,249444,17036,5536
Malaysia,Pahang,Kuantan,2001,20,301803,253622,248219,17036,5520
Malaysia,Pahang,Kuantan,2001,25,301803,252867,246940,17036,5509
Malaysia,Pahang,Kuantan,2001,30,301803,251549,245584,17036,5494
Malaysia,Pahang,Kuantan,2001,50,301803,244136,237045,17036,5399
Malaysia,Pahang,Kuantan,2001,75,301803,217345,214193,17036,5157
Malaysia,Pahang,Lipis,2001,0,543869,543869,543869,6416,2509
Malaysia,Pahang,Lipis,2001,10,543869,525879,516186,6416,2486
Malaysia,Pahang,Lipis,2001,15,543869,525119,515230,6416,2481
Malaysia,Pahang,Lipis,2001,20,543869,524505,514397,6416,2478
Malaysia,Pahang,Lipis,2001,25,543869,524142,513693,6416,2474
Malaysia,Pahang,Lipis,2001,30,543869,523474,512941,6416,2471
Malaysia,Pahang,Lipis,2001,50,543869,520072,508232,6416,2441
Malaysia,Pahang,Lipis,2001,75,543869,502421,493628,6416,2260
Malaysia,Pahang,Maran,2001,0,201446,201446,201446,11905,7716
Malaysia,Pahang,Maran,2001,10,201446,174800,177531,11905,7689
Malaysia,Pahang,Maran,2001,15,201446,173645,176212,11905,7684
Malaysia,Pahang,Maran,2001,20,201446,172642,175334,11905,7679
Malaysia,Pahang,Maran,2001,25,201446,172111,174632,11905,7675
Malaysia,Pahang,Maran,2001,30,201446,171303,173648,11905,7671
Malaysia,Pahang,Maran,2001,50,201446,166458,167550,11905,7613
Malaysia,Pahang,Maran,2001,75,201446,145104,148963,11905,6639
Malaysia,Pahang,Pekan,2001,0,378906,378906,378906,19194,5379
Malaysia,Pahang,Pekan,2001,10,378906,343080,331279,19194,5304
Malaysia,Pahang,Pekan,2001,15,378906,341555,328894,19194,5286
Malaysia,Pahang,Pekan,2001,20,378906,340386,327074,19194,5272
Malaysia,Pahang,Pekan,2001,25,378906,339680,325459,19194,5264
Malaysia,Pahang,Pekan,2001,30,378906,338588,324002,19194,5250
Malaysia,Pahang,Pekan,2001,50,378906,331913,313511,19194,5107
Malaysia,Pahang,Pekan,2001,75,378906,309294,288250,19194,4608
Malaysia,Pahang,Raub,2001,0,228817,228817,228817,4647,1940
Malaysia,Pahang,Raub,2001,10,228817,219247,214220,4647,1929
Malaysia,Pahang,Raub,2001,15,228817,218742,213465,4647,1926
Malaysia,Pahang,Raub,2001,20,228817,218337,212882,4647,1921
Malaysia,Pahang,Raub,2001,25,228817,218087,212265,4647,1918
Malaysia,Pahang,Raub,2001,30,228817,217605,211793,4647,1915
Malaysia,Pahang,Raub,2001,50,228817,215033,208297,4647,1883
Malaysia,Pahang,Raub,2001,75,228817,203957,197789,4647,1669
Malaysia,Pahang,Rompin,2001,0,507197,507197,507197,19082,9194
Malaysia,Pahang,Rompin,2001,10,507197,469377,423524,19082,9048
Malaysia,Pahang,Rompin,2001,15,507197,467741,420314,19082,9017
Malaysia,Pahang,Rompin,2001,20,507197,466459,417395,19082,8987
Malaysia,Pahang,Rompin,2001,25,507197,465685,415467,19082,8971
Malaysia,Pahang,Rompin,2001,30,507197,464503,413310,19082,8922
Malaysia,Pahang,Rompin,2001,50,507197,458213,398632,19082,8695
Malaysia,Pahang,Rompin,2001,75,507197,436225,365397,19082,8143
Malaysia,Pahang,Temerloh,2001,0,227604,227604,227604,10640,3650
Malaysia,Pahang,Temerloh,2001,10,227604,206322,202773,10640,3582
Malaysia,Pahang,Temerloh,2001,15,227604,205465,201813,10640,3569
Malaysia,Pahang,Temerloh,2001,20,227604,204764,201005,10640,3550
Malaysia,Pahang,Temerloh,2001,25,227604,204387,200367,10640,3543
Malaysia,Pahang,Temerloh,2001,30,227604,203724,199646,10640,3533
Malaysia,Pahang,Temerloh,2001,50,227604,199898,194789,10640,3398
Malaysia,Pahang,Temerloh,2001,75,227604,181179,179971,10640,2381
Malaysia,Perak,Batang Padang,2001,0,274728,274728,274728,10882,2626
Malaysia,Perak,Batang Padang,2001,10,274728,243617,236641,10882,2606
Malaysia,Perak,Batang Padang,2001,15,274728,242317,235167,10882,2599
Malaysia,Perak,Batang Padang,2001,20,274728,241543,234407,10882,2595
Malaysia,Perak,Batang Padang,2001,25,274728,240954,233577,10882,2590
Malaysia,Perak,Batang Padang,2001,30,274728,239889,232733,10882,2582
Malaysia,Perak,Batang Padang,2001,50,274728,235664,227638,10882,2537
Malaysia,Perak,Batang Padang,2001,75,274728,221173,215337,10882,2177
Malaysia,Perak,Hilir Perak,2001,0,178644,178644,178644,11560,4508
Malaysia,Perak,Hilir Perak,2001,10,178644,133294,133222,11560,4416
Malaysia,Perak,Hilir Perak,2001,15,178644,131863,130714,11560,4407
Malaysia,Perak,Hilir Perak,2001,20,178644,130741,129912,11560,4388
Malaysia,Perak,Hilir Perak,2001,25,178644,130032,128896,11560,4379
Malaysia,Perak,Hilir Perak,2001,30,178644,128350,127482,11560,4372
Malaysia,Perak,Hilir Perak,2001,50,178644,120822,118704,11560,4303
Malaysia,Perak,Hilir Perak,2001,75,178644,92122,94068,11560,4010
Malaysia,Perak,Hulu Perak,2001,0,658082,658082,658082,3421,1672
Malaysia,Perak,Hulu Perak,2001,10,658082,629313,620967,3421,1659
Malaysia,Perak,Hulu Perak,2001,15,658082,628668,619848,3421,1654
Malaysia,Perak,Hulu Perak,2001,20,658082,628267,619201,3421,1651
Malaysia,Perak,Hulu Perak,2001,25,658082,628027,618390,3421,1649
Malaysia,Perak,Hulu Perak,2001,30,658082,627481,617663,3421,1646
Malaysia,Perak,Hulu Perak,2001,50,658082,625001,612987,3421,1623
Malaysia,Perak,Hulu Perak,2001,75,658082,615624,597149,3421,1515
Malaysia,Perak,Kampar,2001,0,73305,73305,73305,1768,224
Malaysia,Perak,Kampar,2001,10,73305,69505,68129,1768,223
Malaysia,Perak,Kampar,2001,15,73305,69284,67802,1768,223
Malaysia,Perak,Kampar,2001,20,73305,69136,67591,1768,223
Malaysia,Perak,Kampar,2001,25,73305,69027,67357,1768,222
Malaysia,Perak,Kampar,2001,30,73305,68853,67126,1768,222
Malaysia,Perak,Kampar,2001,50,73305,67779,65543,1768,220
Malaysia,Perak,Kampar,2001,75,73305,64117,61327,1768,193
Malaysia,Perak,Kerian,2001,0,93069,93069,93069,4233,457
Malaysia,Perak,Kerian,2001,10,93069,57574,58361,4233,456
Malaysia,Perak,Kerian,2001,15,93069,56652,56935,4233,456
Malaysia,Perak,Kerian,2001,20,93069,56228,56596,4233,455
Malaysia,Perak,Kerian,2001,25,93069,55843,55625,4233,455
Malaysia,Perak,Kerian,2001,30,93069,55241,54773,4233,455
Malaysia,Perak,Kerian,2001,50,93069,51640,50208,4233,450
Malaysia,Perak,Kerian,2001,75,93069,41462,40794,4233,416
Malaysia,Perak,Kinta,2001,0,196332,196332,196332,8219,832
Malaysia,Perak,Kinta,2001,10,196332,140470,139717,8219,811
Malaysia,Perak,Kinta,2001,15,196332,138688,138122,8219,807
Malaysia,Perak,Kinta,2001,20,196332,137798,137564,8219,804
Malaysia,Perak,Kinta,2001,25,196332,137093,136851,8219,802
Malaysia,Perak,Kinta,2001,30,196332,135736,135912,8219,798
Malaysia,Perak,Kinta,2001,50,196332,131071,131131,8219,761
Malaysia,Perak,Kinta,2001,75,196332,119323,120890,8219,613
Malaysia,Perak,Kuala Kangsar,2001,0,255091,255091,255091,4576,2226
Malaysia,Perak,Kuala Kangsar,2001,10,255091,238629,237110,4576,2210
Malaysia,Perak,Kuala Kangsar,2001,15,255091,237855,236290,4576,2207
Malaysia,Perak,Kuala Kangsar,2001,20,255091,237218,235832,4576,2204
Malaysia,Perak,Kuala Kangsar,2001,25,255091,236946,235276,4576,2202
Malaysia,Perak,Kuala Kangsar,2001,30,255091,236278,234744,4576,2197
Malaysia,Perak,Kuala Kangsar,2001,50,255091,233580,231642,4576,2170
Malaysia,Perak,Kuala Kangsar,2001,75,255091,224738,222132,4576,2050
Malaysia,Perak,Larut and Matang,2001,0,130645,130645,130645,4384,548
Malaysia,Perak,Larut and Matang,2001,10,130645,116996,115844,4384,544
Malaysia,Perak,Larut and Matang,2001,15,130645,116375,115057,4384,543
Malaysia,Perak,Larut and Matang,2001,20,130645,116009,114737,4384,543
Malaysia,Perak,Larut and Matang,2001,25,130645,115758,114315,4384,543
Malaysia,Perak,Larut and Matang,2001,30,130645,115206,113881,4384,542
Malaysia,Perak,Larut and Matang,2001,50,130645,112969,110711,4384,536
Malaysia,Perak,Larut and Matang,2001,75,130645,104980,102896,4384,506
Malaysia,Perak,Manjung,2001,0,105037,105037,105037,8465,658
Malaysia,Perak,Manjung,2001,10,105037,74585,78750,8465,648
Malaysia,Perak,Manjung,2001,15,105037,73443,77333,8465,646
Malaysia,Perak,Manjung,2001,20,105037,72689,76936,8465,644
Malaysia,Perak,Manjung,2001,25,105037,72237,76370,8465,644
Malaysia,Perak,Manjung,2001,30,105037,71321,75757,8465,641
Malaysia,Perak,Manjung,2001,50,105037,67172,71904,8465,625
Malaysia,Perak,Manjung,2001,75,105037,54117,62305,8465,524
Malaysia,Perak,Perak Tengah,2001,0,126176,126176,126176,10448,2927
Malaysia,Perak,Perak Tengah,2001,10,126176,91127,87567,10448,2843
Malaysia,Perak,Perak Tengah,2001,15,126176,89922,85940,10448,2826
Malaysia,Perak,Perak Tengah,2001,20,126176,89212,85259,10448,2812
Malaysia,Perak,Perak Tengah,2001,25,126176,88783,84499,10448,2804
Malaysia,Perak,Perak Tengah,2001,30,126176,87703,83612,10448,2789
Malaysia,Perak,Perak Tengah,2001,50,126176,83220,78052,10448,2705
Malaysia,Perak,Perak Tengah,2001,75,126176,66216,63333,10448,2208
Malaysia,Perlis,Perlis,2001,0,82349,82349,82349,4735,299
Malaysia,Perlis,Perlis,2001,10,82349,29311,24721,4735,267
Malaysia,Perlis,Perlis,2001,15,82349,28648,23978,4735,264
Malaysia,Perlis,Perlis,2001,20,82349,28308,23514,4735,262
Malaysia,Perlis,Perlis,2001,25,82349,28044,22859,4735,260
Malaysia,Perlis,Perlis,2001,30,82349,27367,22511,4735,258
Malaysia,Perlis,Perlis,2001,50,82349,25598,20250,4735,218
Malaysia,Perlis,Perlis,2001,75,82349,19860,14962,4735,104
Malaysia,Pulau Pinang,Barat Daya,2001,0,18561,18561,18561,409,5
Malaysia,Pulau Pinang,Barat Daya,2001,10,18561,12815,12091,409,5
Malaysia,Pulau Pinang,Barat Daya,2001,15,18561,12666,11903,409,5
Malaysia,Pulau Pinang,Barat Daya,2001,20,18561,12590,11864,409,5
Malaysia,Pulau Pinang,Barat Daya,2001,25,18561,12530,11796,409,5
Malaysia,Pulau Pinang,Barat Daya,2001,30,18561,12334,11697,409,5
Malaysia,Pulau Pinang,Barat Daya,2001,50,18561,11809,11108,409,5
Malaysia,Pulau Pinang,Barat Daya,2001,75,18561,9695,9575,409,5
Malaysia,Pulau Pinang,Seberang Perai Selatan,2001,0,23512,23512,23512,701,36
Malaysia,Pulau Pinang,Seberang Perai Selatan,2001,10,23512,13975,12281,701,36
Malaysia,Pulau Pinang,Seberang Perai Selatan,2001,15,23512,13712,11772,701,36
Malaysia,Pulau Pinang,Seberang Perai Selatan,2001,20,23512,13560,11696,701,36
Malaysia,Pulau Pinang,Seberang Perai Selatan,2001,25,23512,13444,11529,701,36
Malaysia,Pulau Pinang,Seberang Perai Selatan,2001,30,23512,13170,11230,701,36
Malaysia,Pulau Pinang,Seberang Perai Selatan,2001,50,23512,12010,9728,701,35
Malaysia,Pulau Pinang,Seberang Perai Selatan,2001,75,23512,8298,6235,701,31
Malaysia,Pulau Pinang,Seberang Perai Tengah,2001,0,23707,23707,23707,835,28
Malaysia,Pulau Pinang,Seberang Perai Tengah,2001,10,23707,8246,7394,835,27
Malaysia,Pulau Pinang,Seberang Perai Tengah,2001,15,23707,7953,7054,835,27
Malaysia,Pulau Pinang,Seberang Perai Tengah,2001,20,23707,7797,6999,835,27
Malaysia,Pulau Pinang,Seberang Perai Tengah,2001,25,23707,7664,6889,835,26
Malaysia,Pulau Pinang,Seberang Perai Tengah,2001,30,23707,7375,6735,835,26
Malaysia,Pulau Pinang,Seberang Perai Tengah,2001,50,23707,6487,5944,835,25
Malaysia,Pulau Pinang,Seberang Perai Tengah,2001,75,23707,4340,4157,835,18
Malaysia,Pulau Pinang,Seberang Perai Utara,2001,0,27685,27685,27685,625,64
Malaysia,Pulau Pinang,Seberang Perai Utara,2001,10,27685,8513,5871,625,64
Malaysia,Pulau Pinang,Seberang Perai Utara,2001,15,27685,8284,5613,625,64
Malaysia,Pulau Pinang,Seberang Perai Utara,2001,20,27685,8162,5554,625,64
Malaysia,Pulau Pinang,Seberang Perai Utara,2001,25,27685,8051,5453,625,64
Malaysia,Pulau Pinang,Seberang Perai Utara,2001,30,27685,7834,5348,625,64
Malaysia,Pulau Pinang,Seberang Perai Utara,2001,50,27685,7077,4791,625,64
Malaysia,Pulau Pinang,Seberang Perai Utara,2001,75,27685,5377,3708,625,59
Malaysia,Pulau Pinang,Timur Laut,2001,0,12157,12157,12157,167,2
Malaysia,Pulau Pinang,Timur Laut,2001,10,12157,6243,5958,167,2
Malaysia,Pulau Pinang,Timur Laut,2001,15,12157,6159,5875,167,2
Malaysia,Pulau Pinang,Timur Laut,2001,20,12157,6122,5859,167,2
Malaysia,Pulau Pinang,Timur Laut,2001,25,12157,6085,5836,167,2
Malaysia,Pulau Pinang,Timur Laut,2001,30,12157,5964,5787,167,2
Malaysia,Pulau Pinang,Timur Laut,2001,50,12157,5778,5586,167,1
Malaysia,Pulau Pinang,Timur Laut,2001,75,12157,5225,5075,167,1
Malaysia,Putrajaya,Putrajaya,2001,0,6173,6173,6173,890,63
Malaysia,Putrajaya,Putrajaya,2001,10,6173,1720,1691,890,62
Malaysia,Putrajaya,Putrajaya,2001,15,6173,1670,1598,890,61
Malaysia,Putrajaya,Putrajaya,2001,20,6173,1644,1575,890,61
Malaysia,Putrajaya,Putrajaya,2001,25,6173,1618,1536,890,61
Malaysia,Putrajaya,Putrajaya,2001,30,6173,1583,1491,890,61
Malaysia,Putrajaya,Putrajaya,2001,50,6173,1395,1277,890,53
Malaysia,Putrajaya,Putrajaya,2001,75,6173,925,855,890,32
Malaysia,Sabah,Beaufort,2001,0,167181,167181,167181,7804,1262
Malaysia,Sabah,Beaufort,2001,10,167181,152760,147340,7804,1239
Malaysia,Sabah,Beaufort,2001,15,167181,151768,145614,7804,1235
Malaysia,Sabah,Beaufort,2001,20,167181,151161,145172,7804,1231
Malaysia,Sabah,Beaufort,2001,25,167181,150805,144370,7804,1229
Malaysia,Sabah,Beaufort,2001,30,167181,149925,143400,7804,1224
Malaysia,Sabah,Beaufort,2001,50,167181,145756,137328,7804,1195
Malaysia,Sabah,Beaufort,2001,75,167181,130963,121779,7804,1096
Malaysia,Sabah,Beluran,2001,0,820701,820701,820701,56144,13169
Malaysia,Sabah,Beluran,2001,10,820701,716589,736812,56144,12885
Malaysia,Sabah,Beluran,2001,15,820701,713538,733080,56144,12835
Malaysia,Sabah,Beluran,2001,20,820701,710845,731574,56144,12785
Malaysia,Sabah,Beluran,2001,25,820701,709541,729575,56144,12761
Malaysia,Sabah,Beluran,2001,30,820701,706898,726802,56144,12701
Malaysia,Sabah,Beluran,2001,50,820701,694329,712764,56144,12404
Malaysia,Sabah,Beluran,2001,75,820701,639926,675365,56144,11394
Malaysia,Sabah,Keningau,2001,0,313566,313566,313566,10098,3775
Malaysia,Sabah,Keningau,2001,10,313566,269261,262581,10098,3650
Malaysia,Sabah,Keningau,2001,15,313566,267071,259913,10098,3626
Malaysia,Sabah,Keningau,2001,20,313566,265587,258369,10098,3610
Malaysia,Sabah,Keningau,2001,25,313566,264577,256776,10098,3598
Malaysia,Sabah,Keningau,2001,30,313566,262249,254858,10098,3585
Malaysia,Sabah,Keningau,2001,50,313566,254104,243749,10098,3468
Malaysia,Sabah,Keningau,2001,75,313566,222523,216039,10098,2982
Malaysia,Sabah,Kinabatangan,2001,0,757422,757422,757422,51112,5310
Malaysia,Sabah,Kinabatangan,2001,10,757422,677630,705759,51112,5278
Malaysia,Sabah,Kinabatangan,2001,15,757422,674542,703189,51112,5272
Malaysia,Sabah,Kinabatangan,2001,20,757422,671760,702143,51112,5266
Malaysia,Sabah,Kinabatangan,2001,25,757422,670559,700962,51112,5264
Malaysia,Sabah,Kinabatangan,2001,30,757422,666892,698959,51112,5254
Malaysia,Sabah,Kinabatangan,2001,50,757422,656986,687334,51112,5215
Malaysia,Sabah,Kinabatangan,2001,75,757422,596155,656304,51112,4949
Malaysia,Sabah,Kota Belud,2001,0,134011,134011,134011,1924,1288
Malaysia,Sabah,Kota Belud,2001,10,134011,118269,116724,1924,1280
Malaysia,Sabah,Kota Belud,2001,15,134011,116907,115062,1924,1279
Malaysia,Sabah,Kota Belud,2001,20,134011,116219,114440,1924,1278
Malaysia,Sabah,Kota Belud,2001,25,134011,115602,113276,1924,1277
Malaysia,Sabah,Kota Belud,2001,30,134011,114604,112545,1924,1276
Malaysia,Sabah,Kota Belud,2001,50,134011,109786,107677,1924,1264
Malaysia,Sabah,Kota Belud,2001,75,134011,98718,98883,1924,1190
Malaysia,Sabah,Kota Kinabalu,2001,0,36810,36810,36810,595,151
Malaysia,Sabah,Kota Kinabalu,2001,10,36810,25926,25782,595,149
Malaysia,Sabah,Kota Kinabalu,2001,15,36810,25637,25427,595,149
Malaysia,Sabah,Kota Kinabalu,2001,20,36810,25485,25349,595,148
Malaysia,Sabah,Kota Kinabalu,2001,25,36810,25355,25183,595,148
Malaysia,Sabah,Kota Kinabalu,2001,30,36810,25149,25009,595,148
Malaysia,Sabah,Kota Kinabalu,2001,50,36810,24223,24015,595,142
Malaysia,Sabah,Kota Kinabalu,2001,75,36810,22120,22136,595,121
Malaysia,Sabah,Kota Marudu,2001,0,174445,174445,174445,2802,1030
Malaysia,Sabah,Kota Marudu,2001,10,174445,162256,158285,2802,1021
Malaysia,Sabah,Kota Marudu,2001,15,174445,161534,157381,2802,1020
Malaysia,Sabah,Kota Marudu,2001,20,174445,161153,157010,2802,1019
Malaysia,Sabah,Kota Marudu,2001,25,174445,160930,156415,2802,1019
Malaysia,Sabah,Kota Marudu,2001,30,174445,160232,155949,2802,1017
Malaysia,Sabah,Kota Marudu,2001,50,174445,157999,153107,2802,1011
Malaysia,Sabah,Kota Marudu,2001,75,174445,149142,145663,2802,981
Malaysia,Sabah,Kuala Penyu,2001,0,46308,46308,46308,1290,521
Malaysia,Sabah,Kuala Penyu,2001,10,46308,40938,39565,1290,518
Malaysia,Sabah,Kuala Penyu,2001,15,46308,40560,38894,1290,518
Malaysia,Sabah,Kuala Penyu,2001,20,46308,40326,38755,1290,518
Malaysia,Sabah,Kuala Penyu,2001,25,46308,40162,38437,1290,517
Malaysia,Sabah,Kuala Penyu,2001,30,46308,39778,37932,1290,517
Malaysia,Sabah,Kuala Penyu,2001,50,46308,37957,34816,1290,507
Malaysia,Sabah,Kuala Penyu,2001,75,46308,32015,27594,1290,470
Malaysia,Sabah,Kudat,2001,0,132220,132220,132220,2528,1581
Malaysia,Sabah,Kudat,2001,10,132220,112878,109228,2528,1563
Malaysia,Sabah,Kudat,2001,15,132220,111765,107821,2528,1560
Malaysia,Sabah,Kudat,2001,20,132220,111038,107426,2528,1558
Malaysia,Sabah,Kudat,2001,25,132220,110612,106764,2528,1556
Malaysia,Sabah,Kudat,2001,30,132220,109702,106052,2528,1553
Malaysia,Sabah,Kudat,2001,50,132220,106228,102009,2528,1535
Malaysia,Sabah,Kudat,2001,75,132220,94382,93354,2528,1438
Malaysia,Sabah,Kunak,2001,0,110140,110140,110140,1839,768
Malaysia,Sabah,Kunak,2001,10,110140,98961,100934,1839,760
Malaysia,Sabah,Kunak,2001,15,110140,98469,100551,1839,758
Malaysia,Sabah,Kunak,2001,20,110140,97956,100369,1839,758
Malaysia,Sabah,Kunak,2001,25,110140,97712,100154,1839,757
Malaysia,Sabah,Kunak,2001,30,110140,96970,99712,1839,756
Malaysia,Sabah,Kunak,2001,50,110140,95355,97817,1839,751
Malaysia,Sabah,Kunak,2001,75,110140,85419,92150,1839,704
Malaysia,Sabah,Lahad Datu,2001,0,647639,647639,647639,13109,3706
Malaysia,Sabah,Lahad Datu,2001,10,647639,607279,611161,13109,3691
Malaysia,Sabah,Lahad Datu,2001,15,647639,605277,609711,13109,3687
Malaysia,Sabah,Lahad Datu,2001,20,647639,603064,608980,13109,3681
Malaysia,Sabah,Lahad Datu,2001,25,647639,602254,608203,13109,3679
Malaysia,Sabah,Lahad Datu,2001,30,647639,599301,606578,13109,3671
Malaysia,Sabah,Lahad Datu,2001,50,647639,593307,599307,13109,3650
Malaysia,Sabah,Lahad Datu,2001,75,647639,556178,574685,13109,3522
Malaysia,Sabah,Nabawan,2001,0,611656,611656,611656,988,1007
Malaysia,Sabah,Nabawan,2001,10,611656,599183,599622,988,1001
Malaysia,Sabah,Nabawan,2001,15,611656,598536,598733,988,999
Malaysia,Sabah,Nabawan,2001,20,611656,598077,598435,988,998
Malaysia,Sabah,Nabawan,2001,25,611656,597652,597929,988,998
Malaysia,Sabah,Nabawan,2001,30,611656,596993,597251,988,997
Malaysia,Sabah,Nabawan,2001,50,611656,593312,592820,988,990
Malaysia,Sabah,Nabawan,2001,75,611656,578518,580722,988,953
Malaysia,Sabah,Papar,2001,0,123318,123318,123318,1345,436
Malaysia,Sabah,Papar,2001,10,123318,113474,111807,1345,431
Malaysia,Sabah,Papar,2001,15,123318,112833,110894,1345,429
Malaysia,Sabah,Papar,2001,20,123318,112484,110648,1345,428
Malaysia,Sabah,Papar,2001,25,123318,112200,110144,1345,428
Malaysia,Sabah,Papar,2001,30,123318,111642,109665,1345,426
Malaysia,Sabah,Papar,2001,50,123318,109103,106800,1345,418
Malaysia,Sabah,Papar,2001,75,123318,102973,99788,1345,382
Malaysia,Sabah,Penampang,2001,0,45780,45780,45780,184,248
Malaysia,Sabah,Penampang,2001,10,45780,41811,41324,184,247
Malaysia,Sabah,Penampang,2001,15,45780,41684,41125,184,247
Malaysia,Sabah,Penampang,2001,20,45780,41604,41064,184,247
Malaysia,Sabah,Penampang,2001,25,45780,41533,40951,184,247
Malaysia,Sabah,Penampang,2001,30,45780,41417,40852,184,247
Malaysia,Sabah,Penampang,2001,50,45780,40849,40215,184,245
Malaysia,Sabah,Penampang,2001,75,45780,39454,38853,184,236
Malaysia,Sabah,Pitas,2001,0,156889,156889,156889,7766,2250
Malaysia,Sabah,Pitas,2001,10,156889,140297,135604,7766,2230
Malaysia,Sabah,Pitas,2001,15,156889,139334,134501,7766,2227
Malaysia,Sabah,Pitas,2001,20,156889,138690,134076,7766,2223
Malaysia,Sabah,Pitas,2001,25,156889,138396,133544,7766,2222
Malaysia,Sabah,Pitas,2001,30,156889,137548,132842,7766,2220
Malaysia,Sabah,Pitas,2001,50,156889,134448,129056,7766,2201
Malaysia,Sabah,Pitas,2001,75,156889,122856,119872,7766,2111
Malaysia,Sabah,Putatan,2001,0,2615,2615,2615,48,13
Malaysia,Sabah,Putatan,2001,10,2615,1160,1079,48,12
Malaysia,Sabah,Putatan,2001,15,2615,1121,1021,48,12
Malaysia,Sabah,Putatan,2001,20,2615,1102,1011,48,12
Malaysia,Sabah,Putatan,2001,25,2615,1084,980,48,12
Malaysia,Sabah,Putatan,2001,30,2615,1056,953,48,12
Malaysia,Sabah,Putatan,2001,50,2615,917,814,48,12
Malaysia,Sabah,Putatan,2001,75,2615,643,590,48,10
Malaysia,Sabah,Ranau,2001,0,360752,360752,360752,1361,1567
Malaysia,Sabah,Ranau,2001,10,360752,344523,340437,1361,1562
Malaysia,Sabah,Ranau,2001,15,360752,343494,339244,1361,1561
Malaysia,Sabah,Ranau,2001,20,360752,342882,338530,1361,1560
Malaysia,Sabah,Ranau,2001,25,360752,342478,337621,1361,1559
Malaysia,Sabah,Ranau,2001,30,360752,341637,336855,1361,1558
Malaysia,Sabah,Ranau,2001,50,360752,337784,332504,1361,1551
Malaysia,Sabah,Ranau,2001,75,360752,322259,319806,1361,1503
Malaysia,Sabah,Sandakan,2001,0,224821,224821,224821,16074,2441
Malaysia,Sabah,Sandakan,2001,10,224821,194276,197143,16074,2429
Malaysia,Sabah,Sandakan,2001,15,224821,193077,195835,16074,2426
